Manufacturer,Model,Description,Barrel Compression Cutoff (psi),Date Added
Anarchy,22ALRSN213-2,Larsen 22 A Day,1050,10/6/2022
Anarchy,A202ABDM2-2,Blue Dream,1050,9/14/2020
Anarchy,A20AASM1-1,Autism,1050,11/5/2020
Anarchy,A20AATS2-1,All the Smoke,1050,11/5/2020
Anarchy,A20ADAY2-1,22 A Day,1050,11/5/2020
Anarchy,A20ADMN2-1,Demon,1050,11/5/2020
Anarchy,A20AMUW2-1,Maui-Wowie,1050,11/5/2020
Anarchy,A20APPX2,Pineapple X,900,9/14/2020
Anarchy,A20AREB2-2,Rebellion,1050,11/5/2020
Anarchy,A20ASDL2-1,Sour Diesel,900,11/5/2020
Anarchy,A20AUND1-1,United,1050,9/14/2020
Anarchy,A20AWC1A1,Awakening CE,1050,6/22/2020
Anarchy,A20BUD1A1,Budweiser (1oz),1050,6/22/2020
Anarchy,A20BUD2A1,Budweiser (.5oz),1050,6/22/2020
Anarchy,A20BUDL1A1,Bud Light (1oz),900,6/22/2020
Anarchy,A20BUDL2A1,Bud Light (.5oz),900,6/22/2020
Anarchy,A21AATSM12-2,Autism,900,9/15/2021
Anarchy,A21ABHL12-1,Busch,900,6/22/2021
Anarchy,A21ABLL13-1,Bud Lime,1050,6/22/2021
Anarchy,A21ADMSC13-2,Demon Supercharged,1050,6/22/2021
Anarchy,A21ADSC121-1,Diablo Supercharged,1050,6/22/2021
Anarchy,A21ADSCP13-2,Disciple,1050,6/22/2021
Anarchy,A21AHNET12-1,Hornet,900,11/5/2021
Anarchy,A21AHOPE13-1,Hope,1050,9/15/2021
Anarchy,A21AIRCN12-1,Insurrection,900,6/22/2021
Anarchy,A21AJSTC13-3,Justice,1000,11/5/2021
Anarchy,A21AJSTR13-2,Jester,1050,9/15/2021
Anarchy,A21ALOCO1-2,LoCo,1000,9/15/2021
Anarchy,A21ALOCO2-2,LoCo,1000,9/15/2021
Anarchy,A21AMUA13-2,Michelob,1050,6/22/2021
Anarchy,A21ANTD12-2,Naturday,900,6/22/2021
Anarchy,A21ANTSC13-2,Nitrous Superchargeed,1050,9/15/2021
Anarchy,A21AOKT13-2,Outkast,1050,6/22/2021
Anarchy,A21APRO12-1,98 Proof,900,6/22/2021
Anarchy,A21ARDTN13-1,Redemption,1050,9/15/2021
Anarchy,A21AREK121-1,Reawakening,1050,6/22/2021
Anarchy,A21ARESC13-1,Rebellion Supercharged,1050,6/22/2021
Anarchy,A21ARPT12-2,Rapture,1050,9/15/2021
Anarchy,A21ARTLR13-1,Rattler,1050,11/5/2021
Anarchy,A21ASKD12-1,Skud,900,6/22/2021
Anarchy,A21ASSF13-2,Anarchy Fight White,1050,9/15/2021
Anarchy,A21AWRH12-2,Wrath,900,6/22/2021
Anarchy,A22ABDSB212-2,Bud Select (BK),900,4/15/2022
Anarchy,A22ABDSW212-1,Bud Select (WT),900,4/15/2022
Anarchy,A22ACRSH213-2,Crusher,1050,4/26/2022
Anarchy,A22AGMDT213-2,Gimmedat,1050,4/15/2022
Anarchy,A22ALDSY112-1,Land Shark,1050,4/15/2022
Anarchy,A22ANTDR213-1,Natty Daddy,1050,4/15/2022
Anarchy,A22AOGKP212-2,OGKP,900,4/15/2022
Anarchy,A22ASKTB213-2,Shock Top (BK),1050,4/15/2022
Anarchy,A22ASKTO112-2,Shock Top (OR),1050,4/15/2022
Anarchy,A22ASKTW213-2,Shock Top (WT),1050,4/15/2022
Anarchy,A22ASTRS121-1,Streets,1050,4/15/2022
Anarchy,A22UNIMO121-2,Nimmo,1050,4/15/2022
Anarchy,AA19MCQA2,Leprechaun,1000,6/26/2019
Anarchy,A23AAKG213-1,Awakening OG,1050,6/3/2023
Anarchy,A23AAMA213-2,American,1050,1/2/2024
Anarchy,A23AJKL112-1,Jekyll,1050,6/3/2023
Anarchy,A23AJKR212-2,Joker,900,6/3/2023
Anarchy,A23AJSR213-2,Jester,1050,6/3/2023
Anarchy,A23AMWSN112-2,Nimmo MWS,1050,6/3/2023
Anarchy,A23AMWSP212-2,OGKP MWS,900,6/3/2023
Anarchy,A23AMWSS113-2,Streets MWS,1050,6/3/2023
Anarchy,A23AMWSZ213-2,Gimmedat MWS,1050,6/3/2023
Anarchy,A23ARPN212-1,Reign,900,6/3/2023
Anarchy,A23ATRB213-1,Tribe,1050,6/3/2023
Anarchy,A23A1776212-2,1776,900,1/2/2024
Anarchy,AFPUAXS2,Axis,1300,2/2/2024
Anarchy,AS171A-1,Awakening,1050,5/11/2017
Anarchy,AS172A-2,Rebellion,1050,5/11/2017
Anarchy,AS173A-3,No Name,1050,6/9/2017
Anarchy,AS174A-4,Ameri-Can,1050,6/9/2017
Anarchy,AS175A-5,Pink,1050,10/4/2017
Anarchy,AS18A1,Awakening,1050,4/10/2018
Anarchy,AS18A2,Nitrous,1050,4/10/2018
Anarchy,AS18A3,Demon,1050,8/13/2018
Anarchy,AS18A4,Diablo,1050,8/13/2018
Anarchy,AS18AFS,Firestick,1050,1/7/2019
Anarchy,AS18AGB,Geno Buck,1050,1/7/2019
Anarchy,AS18ASIS,Ambassador,1050,1/7/2019
Anarchy,AS1931LC,T3 LC,1000,3/18/2019
Anarchy,AS1932-LC,Gas LC,1000,3/18/2019
Anarchy,AS19ABS-2,Bad Santa,1050,12/13/2019
Anarchy,AS19AF,Flip,1000,6/26/2019
Anarchy,AS19AF2,Flip,1000,4/9/2019
Anarchy,AS19AF3,Flip,1000,6/26/2019
Anarchy,AS19ANN-1,Naughty or Nice,1050,12/13/2019
Anarchy,AS19BA1,Blessed,1000,6/26/2019
Anarchy,AS19BCA2,Flip,1000,6/26/2019
Anarchy,AS19KQS-2,King and Queen,1000,9/10/2019
Anarchy,AS19LSA,Scheels Lazer,1050,4/9/2019
Anarchy,AS19RPR-2,Reaper,1050,9/10/2019
Anarchy,AS19VIPA,Viper,1050,4/9/2019
Anarchy,AS19WARA2,Warlock,1050,6/26/2019
Anarchy,AS20AACE1-2,Alliance,1050,9/14/2020
Anarchy,AS20AAM-2,Amped,900,12/13/2019
Anarchy,AS20AAS-2,Ares,1050,12/13/2019
Anarchy,AS20AFB02,All the Smoke,1050,9/3/2020
Anarchy,AS20AHB-2,Humble,1050,3/5/2020
Anarchy,AS20ALU-2,Pitbull,900,3/5/2020
Anarchy,AS20AOHA2,Ohana,1050,9/3/2020
Anarchy,AS20AON-2,Odin,1050,3/5/2020
Anarchy,AS20AVCM1A,Diabolical,900,11/5/2020
Anarchy,AS20AVCM1B,Diabolical,900,11/5/2020
Anarchy,AS20AVCM2A,Diabolical,1050,11/5/2020
Anarchy,AS20AVCM2B,Diabolical,1050,11/5/2020
Anarchy,AS20AZS-2,Zeus,1000,12/13/2019
Anarchy,AS22LC-2,Code Red,1050,3/4/2022
Anarchy,ASP24TTA,22 A Day,1050,1/2/2024
Anarchy,ASP33A,33 Forever,1050,1/2/2024
Anarchy,ASPAA24A,Autism Awareness,1050,4/8/2024
Anarchy,ASPALEG25A,AMERICAN LEGION,1050,7/30/2025
Anarchy,ASPALL25A,ALL ALOHA,975,7/30/2025
Anarchy,ASPASN25A,ASANA (A3),1050,7/30/2025
Anarchy,ASPATM24A,Atomic,1050,1/2/2024
Anarchy,ASPAUR24A,Aurora,1050,4/8/2024
Anarchy,ASPAUT25A,AUTISM,975,2/18/2025
Anarchy,ASPAUT26A,AUTISM 2026,975,10/27/2025
Anarchy,ASPAUTB26A,AUTISM BALANCED,975,10/27/2025
Anarchy,ASPAWK24A,Awakening,1050,1/2/2024
Anarchy,ASPAWK25A,Awakening 2025,1050,7/30/2025
Anarchy,ASPBAZ26A,BAZOOKA,975,1/27/2026
Anarchy,ASPBCS24A,Bazooka,1050,10/22/2024
Anarchy,ASPBCS24AP,Bazooka Pink,1050,2/19/2025
Anarchy,ASPBKD24A,BAKED,1050,7/27/2024
Anarchy,ASPBLDAW25A,DAWE BLACKOUT,1050,7/30/2025
Anarchy,ASPBM24A,Blood Money,900,4/8/2024
Anarchy,ASPBOB25A,DOODLEBOB,975,2/18/2025
Anarchy,ASPBON25A,Battle of the nations (a3),1050,7/30/2025
Anarchy,ASPBUB25A,BUBBLE BUBBLE (BALANCED),975,2/18/2025
Anarchy,ASPCBCAP26A,EL CAPITAN,1050,1/27/2026
Anarchy,ASPCC25A,CANDY CORN,975,10/27/2025
Anarchy,ASPCD24A,Carpe Diem,1000,7/27/2024
Anarchy,ASPCER2SA,CERERBRUS,1050,2/18/2025
Anarchy,ASPCHOMP25A,CHOMPER,1050,7/30/2025
Anarchy,ASPCODB25A,CODE BLACK,1050,10/27/2025
Anarchy,ASPCODW2SA,CODE WHITE,1050,10/27/2025
Anarchy,ASPCOG25A,CODE GREEN,1050,10/27/2025
Anarchy,ASPCOR25A,CODE RED,1050,10/27/2025
Anarchy,ASPCUP25A,PB CUP,1050,10/27/2025
Anarchy,ASPDAW25A,Shock and Dawe,1050,3/24/2025
Anarchy,ASPDDCCA,Double Dip Cookies & Cream,900,4/8/2024
Anarchy,ASPDDCDA,Double Dip Cookie Dough,1050,1/2/2024
Anarchy,ASPDDMA,Double Dip Mint,900,1/2/2024
Anarchy,ASPDDMN24A,Demon,1050,10/22/2024
Anarchy,ASPDDSBA,Double Dip Strawberry,900,4/8/2024
Anarchy,ASPDMN24A,Demon,1050,1/2/2024
Anarchy,ASPDMN25A,Demon,975,4/4/2025
Anarchy,ASPDMNBL25A,Demon Black,975,4/4/2025
Anarchy,ASPDMNF24A,Demon Fire,1050,4/8/2024
Anarchy,ASPDMNLCB24A,Demon Black,1050,7/27/2024
Anarchy,ASPDMNPU24A,Demon,1050,7/27/2024
Anarchy,ASPECM24A,Every Child Matters,1050,9/6/2024
Anarchy,ASPECM25A-1,ECM 2025,975,4/4/2025
Anarchy,ASPEXC24A,Excecutioner,975,12/18/2024
Anarchy,ASPFEN25A,Fenrir,1050,4/16/2025
Anarchy,ASPFM25A,FLIP MONEY 2,1050,4/4/2025
Anarchy,ASPFMBAL25A,FLIP MONEY BALANCED,1050,4/4/2025
Anarchy,ASPFGHT24A,Crush Cancer,1050,10/22/2024
Anarchy,ASPFIRE25A,FIRESTICK,975,7/30/2025
Anarchy,ASPFRSH26A,FRESH,1050,1/27/2026
Anarchy,ASPGLD25A,CHILD CANCER,975,10/25/2025
Anarchy,ASPGOAT25A,GOAT,975,7/30/2025
Anarchy,ASPGOATB25A,GOAT BALANCED,1050,7/30/2025
Anarchy,ASPGOD26A,GOD MODE,1050,1/27/2026
Anarchy,ASPGOOS25A,GOOSETOWN (A3),1050,4/4/2025
Anarchy,ASPGROO25A,GROOVY,1050,2/18/2025
Anarchy,ASPGRP25A-1,Bazooka Grape,975,4/4/2025
Anarchy,ASPHAD25A,HADES,975,2/18/2025
Anarchy,ASPHAHA24A,Joker,1050,7/27/2024
Anarchy,ASPHAHA25A,Joker,1050,7/30/2025
Anarchy,ASPHEF25A,TOO HEFTY,1050,7/30/2025
Anarchy,ASPHUM26A,ALWAYS HUMBLE,975,1/27/2026
Anarchy,ASPJEST24A,Jester,1050,10/22/2024
Anarchy,ASPJOK25A,Joker,975,7/30/2025
Anarchy,ASPKEEP25A,Keep Going,975,4/4/2025
Anarchy,ASPKS25A,Killshot,1050,4/4/2025
Anarchy,ASPLUV26A,ALL LOVE,1050,1/27/2026
Anarchy,ASPMAN25A,Manic,1050,4/4/2025
Anarchy,ASPMCQ25A,MCQUADES 12”,1050,4/4/2025
Anarchy,ASPMCQ1PC25A,MCQUADES 1PC,1050,7/30/2025
Anarchy,ASPMEM25A,MEMENTO MORI,1050,7/30/2025
Anarchy,ASPMIN25A,MINOTAUR,1050,4/4/2025
Anarchy,ASPMM25A,MAGIC MIKE XXL,975,2/18/2025
Anarchy,ASPMOST24A,Most,1050,7/27/2024
Anarchy,ASPMOST25A,Most,1050,7/30/2025
Anarchy,ASPNEO25A,DOUBLE DIP NEON,975,2/18/2025
Anarchy,ASPNIC25A,SNICKERS,975,10/25/2025
Anarchy,ASPNUT25A,DOUBLE DIP PB,1050,4/4/2025
Anarchy,ASPOLE25A,OL'RELIABLE,975,2/18/2025
Anarchy,ASPPAC25A,RETRO MAN,975,4/4/2025
Anarchy,ASPPAS25A,PASIFIKA,975,7/30/2025
Anarchy,ASPPIT24A,Pitbull,900,10/22/2024
Anarchy,ASPPOS25A,POSEIDON,1050,2/18/2025
Anarchy,ASPPX24A,Pineapple Express,1050,10/22/2024
Anarchy,ASPQUA25A,"MCQUADES 13""",975,4/4/2025
Anarchy,ASPREAWA24A,Reawakening,1050,10/22/2024
Anarchy,ASPREB24A,Rebellion,1050,10/22/2024
Anarchy,ASPROSA25A,ROSA REAPER,975,10/27/2025
Anarchy,ASPRTS25A,RELENTLESS,975,10/27/2025
Anarchy,ASPSAD25A-1,DAWE WHITEOUT,1050,4/4/2025
Anarchy,ASPSAM25A,SAMURAI 2,975,4/4/2025
Anarchy,ASPSVB25A,SAVE 2nd BASE,975,7/30/2025
Anarchy,ASPSD24A,Sour Diesel,1050,10/22/2024
Anarchy,ASPSEV25A,SEVEN,1000,7/30/2025
Anarchy,ASPSHIM2SA,SHIMELS ASSASSIN,1050,7/30/2025
Anarchy,ASPSTAZ5A,STRICTLY ALOHA,975,10/27/2025
Anarchy,ASPTW25A,TWIX,1050,10/27/2025
Anarchy,ASPSAD26A,SHOCK AND DAWE 26,1050,1/27/2026
Anarchy,ASPSALV26A,SALVATION,975,1/27/2026
Anarchy,ASPSLK26A,SLICK,1050,1/27/2026
Anarchy,ASPSYN24A,Syndicate,900,1/2/2024
Anarchy,ASPSZN24A,Open Season Night,900,10/22/2024
Anarchy,ASPTTAD24A,22 A Day,1050,7/27/2024
Anarchy,ASPTTAD25A,23 A Day (2025),1050,7/30/2025
Anarchy,ASPTUNA2SA,BUBBLE BUBBLE (1/2OZ),975,2/18/2025
Anarchy,ASPTWO24A,Two Face,1050,10/22/2024
Anarchy,ASPWHA25A,WHALEY,975,4/4/2025
Anarchy,ASPWICH25A,WICHAHPI (A3),1050,4/4/2025
Anarchy,ASPWNW25A,WET N WILD,975,10/27/2025
Anarchy,ASPXMAS2SA,XMAS BAT,1050,10/27/2025
Anarchy,ASPYM26A,YOUNG MONEY,1050,1/27/2026
Anarchy,ASPZUS2SA,ZEUS,1050,2/18/2025
Anarchy,AUSADL213-2,Disciple,1050,1/2/2024
Anarchy,USA22ADAY,22 A Day,1050,3/5/2020
Boombah,SPBBCCA,Breast Cancer Awareness Boss Compressor T3,1300,11/23/2016
Boombah,SPBCT3A,Boss Compressor T3,1300,11/23/2016
Boombah,SPBFRCA,First Responders Boss Compressor T3,1300,11/23/2016
Boombah,SPBMTCA,Military Tribute Boss Compressor T3,1300,11/23/2016
Boombah,SPBPMCA,POW/MIA Boss Compressor T3,1300,11/23/2016
Boombah,SPBSSCA,Stars and Stripes Boss Compressor T3,1300,11/23/2016
Combat,A16SP2,Assault G5 275,1200,5/17/2016
Combat,AVASP5,Avarice G5 275,1200,4/30/2015
Combat,C15SP1,Combatant 15 275,1200,9/4/2015
Combat,CSA5MUSTL-25,PERFORMANCE - MUSTANG,1050,7/22/2025
Combat,CSA5MUSTL-26,PERFORMANCE - MUSTANG,1050,7/22/2025
Combat,CSA5MUSTL-27,PERFORMANCE - MUSTANG,1050,7/22/2025
Combat,CSA6BLBKL-25,SPEC CR1,1050,11/14/2025
Combat,CSA6BLBKL-26,SPEC CR1,1050,11/14/2025
Combat,CSA6BLBKL-27,SPEC CR1,1050,11/14/2025
Combat,DB427SP2,Derby Boys 275,1200,4/12/2013
Combat,DB427SP3,The Derby Boys,1200,4/12/2013
Combat,DBGSP2,Derby Boys Chris Greinert,1200,8/13/2014
Combat,DBGSP4,Chris Greinert 275,1200,4/30/2015
Combat,DBGSP6,Team Combat Chris Greinert 275,1200,6/26/2015
Combat,DBSP0,Derby Boys ASA,1200,6/26/2015
Combat,DBSP5,Derby Boys ASA,1200,8/1/2013
Combat,DBSP7,Derby Boys ASA,1200,8/13/2014
Combat,DIRSP3,Dirty HPS,1200,4/12/2013
Combat,DIRSP5,Dirty 275,1200,8/13/2014
Combat,DIRSP7,Dirty ASA,1200,8/13/2014
Combat,DUKESP1,The Duke 275,1200,9/4/2015
Combat,GCBSP1,Derby Girls GCB,1200,8/1/2013
Combat,LGDSP1,Legends Derby Boys,1200,8/13/2014
Combat,MAXFP108,Maxum FP -8,1200,6/26/2015
Combat,MAXFP109,Maxum FP -9,1200,6/26/2015
Combat,MAXFP110,Maxum FP -10,1200,6/26/2015
Combat,MAXFP111,Maxum FP -11,1200,6/26/2015
Combat,MX2FP108,Maxum FP -8 2pc,1200,6/26/2015
Combat,MX2FP109,Maxum FP -9 2pc,1200,6/26/2015
Combat,MX2FP110,Maxum FP -10 2pc,1200,6/26/2015
Combat,MX2FP111,Maxum FP -11 2pc,1200,6/26/2015
Combat,PG3FP108,Portent G3 -8,1200,7/31/2014
Combat,PG3FP109,Portent G3 -9,1200,7/31/2014
Combat,PG3FP110,Portent G3 -10,1200,7/31/2014
Combat,PG3FP111,Portent G3 -11,1200,7/31/2014
Combat,PG3SP5,Portent ASA,1200,8/13/2014
Combat,PORSP3,Portent ASA,1200,8/1/2013
Combat,SP6ATV1D,Team Combat Antivirus 275,1200,5/17/2016
Combat,SP6KUS1D,Rocket Launcher 275,1100,5/17/2016
Combat,SP6TRX1A,T-Rex Extinction ASA,1100,5/17/2016
Combat,TC275B,Team Combat 275,1200,6/26/2015
Combat,TCF275,Team Combat Filip Washington 275,1200,6/26/2015
Combat,TCRSP2,Casey Rogowski 275,1200,4/30/2015
Combat,TCRSP4,Team Combat Casey Rogowski ASA,1200,6/26/2015
Combat,TCSFP108,Team Combat Madison Shipman FP -8,1200,6/26/2015
Combat,TCSFP109,Team Combat Madison Shipman FP -9,1200,6/26/2015
Combat,TCSFP110,Team Combat Madison Shipman FP -10,1200,6/26/2015
Combat,TCSFP111,Team Combat Madison Shipman FP -11,1200,6/26/2015
Combat,TRBSP2,Tribute ASA,1200,9/4/2015
Combat,VIRSP6,AntiVirus 275,1200,8/1/2013
Combat,VTSSP1,VTS Survivor 275,1200,8/13/2014
Combat,WANSP2,Wanted 275,1200,4/12/2013
Combat,WANSP3,Wanted ASA,1200,4/12/2013
Combat,WANSP6,Wanted ASA,1200,8/1/2013
Combat,WG3FP108,Wanted G3 -8,1200,7/31/2014
Combat,WG3FP109,Wanted G3 -9,1200,7/31/2014
Combat,WG3FP110,Wanted G3 -10,1200,7/31/2014
Combat,WG3FP111,Wanted G3 -11,1200,7/31/2014
Combat,WG3SP7,Wanted 275,1200,8/13/2014
Combat,WG3SP8,Wanted ASA,1200,8/13/2014
Combat,WNBSP2,Wanted Bryce Oliveira,1200,8/13/2014
Combat,WNBSP4,Bryce Oliveira,1200,4/30/2015
Combat,WNBSP6,Team Combat Bryce Oliveira ASA,1200,6/26/2015
DeMarini,CFS-FE,CF FE (-11),1300,11/8/2024
DeMarini,CFS-FE,CSTM CF FE (-11) Custom,1300,11/8/2024
DeMarini,CFS12,CF5 -11,1300,4/12/2013
DeMarini,CFS13,CF5 (-11),1300,4/12/2013
DeMarini,CFS14,CF6 (-11),1300,6/11/2013
DeMarini,CFS15,CF7,1300,6/20/2015
DeMarini,CFS16,CF8,1300,6/26/2015
DeMarini,CFS17,CF9,1300,7/25/2016
DeMarini,CFS17,CSTM CF9,1300,7/25/2016
DeMarini,CFS18,CFX(-11),1300,7/22/2017
DeMarini,CFS-19,CF Zen (-11),1300,12/13/2017
DeMarini,CFS-19,CSTM CF Zen (-11),1300,12/13/2017
DeMarini,CFS-20,CF (-11),1300,3/18/2019
DeMarini,CFS-20,CSTM 44,1300,3/18/2019
DeMarini,CFS-21,CF (-11),1300,7/20/2021
DeMarini,CFS-21,CSTM CF (-11),1300,7/20/2021
DeMarini,CFS-22,CF (-11),1300,11/5/2021
DeMarini,CFS-22,CSTM CF (-11),1300,11/5/2021
DeMarini,CFS-23,CF (-11),1300,8/17/2022
DeMarini,CFS-23,CSTM CF (-11),1300,8/17/2022
DeMarini,CFS-25,CF (-11),1300,2/2/2024
DeMarini,CFS-25,CSTM CF (-11) Custom,1300,2/9/2024
DeMarini,CFSL-FE,CF FE (-11),1300,11/8/2024
DeMarini,CFSL-19,CF (-11),1300,2/9/2024
DeMarini,CFSL-20,CF (-11),1300,2/9/2024
DeMarini,CFSL-21,CF (-11),1300,7/20/2021
DeMarini,CFSL-22,CF (-11),1300,11/25/2021
DeMarini,CFSL-23,CF (-11),1300,11/25/2021
DeMarini,CFSL-24,CF (-11),1300,2/2/2024
DeMarini,CFSS-FE,CF FE (-11),1300,11/8/2024
DeMarini,CFSS-19,CF (-11),1300,2/9/2024
DeMarini,CFSS-20,CF (-11),1300,3/18/2019
DeMarini,CFSS-21,CF (-11),1300,7/20/2021
DeMarini,CFSS-22,CF (-11),1300,11/25/2021
DeMarini,CFSS-23,CF (-11),1300,11/25/2022
DeMarini,CFSS-25,CF (-11),1300,2/2/2024
DeMarini,FFF-26,Future -9,900,10/28/2025
DeMarini,FFF-26,CSTM Future -9 Custom,900,10/28/2025
DeMarini,FFP-26,Future -10,900,3/19/2025
DeMarini,FFP-26,CSTM Future -10 Custom,900,3/19/2025
DeMarini,FFPS-26,Future -10,900,3/19/2025
DeMarini,FFPS-26,CSTM Future -10 Custom,900,3/19/2025
DeMarini,FFPXS-26,Future -10,900,10/28/2025
DeMarini,FFPXS-26,CSTM Future -10 Custom,900,10/28/2025
DeMarini,FLA14,USA Flipper Aftermath LE,1050,10/25/2014
DeMarini,FLA15,Flipper Aftermath USA,1050,4/13/2015
DeMarini,FLA16,Flipper USA,1050,10/7/2015
DeMarini,FLA16,CSTM Flipper USA Custom,1050,10/7/2015
DeMarini,FLA-17,Flipper USA,1050,5/11/2017
DeMarini,FLA-18,Flipper USA,1050,12/13/2017
DeMarini,FLA-19,Flipper USA,1050,12/3/2018
DeMarini,FLA-24,Flipper USA,850,2/6/2023
DeMarini,FLA-25,Flipper USA,850,2/2/2024
DeMarini,FLH-24,Flipper Aftermath,850,2/6/2023
DeMarini,FLS13,Flipper,1050,4/12/2013
DeMarini,FLS14,Flipper Aftermath,1050,6/10/2013
DeMarini,FLS15,Flipper Aftermath OG,1050,4/13/2015
DeMarini,FLS16,Flipper OG,1050,10/7/2015
DeMarini,FLS16,CSTM Flipper OG Custom,1050,10/7/2015
DeMarini,FLS-17,Flipper OG,1050,5/11/2017
DeMarini,FLS-17,Custom Flipper OG Custom,1050,5/11/2017
DeMarini,FLS-18,Flipper OG,1050,12/13/2017
DeMarini,FLS-18,CSTMA Flipper OG,1050,12/13/2017
DeMarini,FLS-18,CSTMB Flipper OG,1050,12/13/2017
DeMarini,FLS-19,Flipper OG,1050,12/3/2018
DeMarini,FLS-24,Flipper OG,850,2/6/2023
DeMarini,FLS-25,Flipper OG,850,2/2/2024
DeMarini,FLS-26,Flipper OG,850,12/11/2024
DeMarini,IC2-17,Iconic Flipper - GS Sports,1050,6/23/2017
DeMarini,ICA-17,Iconic Flipper - GS Sports,1050,6/23/2017
DeMarini,KTJ-18,King of The Jungle,1050,2/12/2018
DeMarini,LT8-26,Lotus (-8),1100,11/15/2024
DeMarini,LTF-26,Lotus (-9),1100,11/15/2024
DeMarini,LTF-26,CSTM Lotus (-9) Custom,1100,11/15/2024
DeMarini,LTP-26,Lotus (-10),1200,11/15/2024
DeMarini,LTP-26,CSTM Lotus (-10) Custom,1200,11/15/2024
DeMarini,LTPS-26,Lotus (-10),1200,11/15/2024
DeMarini,LTPS-26,CSTM Lotus (-10) Custom,1200,11/15/2024
DeMarini,LTS-26,Lotus (-11),1100,12/11/2024
DeMarini,LTS-26,CSTM Lotus (-11) Custom,1100,12/11/2024
DeMarini,LTSL-26,Lotus (-11),1100,12/11/2024
DeMarini,LTSL-26,CSTM Lotus (-11) Custom,1100,12/11/2024
DeMarini,LTSS-26,Lotus (-11),1100,12/11/2024
DeMarini,LTSS-26,CSTM Lotus (-11) Custom,1100,12/11/2024
DeMarini,MSP-26,Mercy,1300,4/25/2025
DeMarini,MSP-27,Mercy,1300,11/17/2025
DeMarini,NIA-21,"Nihilist 12""",850,10/18/2019
DeMarini,NIA-22,Nihilist USA,850,4/26/2021
DeMarini,NIA-23,Nihilist USA,850,3/4/2022
DeMarini,NID-21,Nihilist Brungardt,850,2/4/2020
DeMarini,NID-22,Nihilist Brungardt,850,4/26/2021
DeMarini,NIH-20,Nihilist OG,850,3/18/2019
DeMarini,NIH-21,Nihilist OG,850,2/4/2020
DeMarini,NIH-22,Nihilist OG,850,4/26/2021
DeMarini,NIH-23,Nihilist OG,850,3/4/2022
DeMarini,NIH-VB,Nihilist Volition Black Ops,850,9/15/2021
DeMarini,NIH-VO,Nihilist Volition,850,9/15/2021
DeMarini,PZF-20,Prism (-9),1200,3/18/2019
DeMarini,PZF-20,CSTM Prism (-9) Custom,1200,2/4/2020
DeMarini,PZF-21,Prism (-9) Black,1200,3/4/2022
DeMarini,PZF-21,CSTM Prism (-9) Custom,1200,5/27/2023
DeMarini,PZI-21,Prism + (-10),1200,2/4/2020
DeMarini,PZP-19,Prism (-10),1200,12/20/2017
DeMarini,PZP-20,Prism (-10),1200,6/29/2018
DeMarini,PZP-20,CSTM Prism (-10) Custom,1200,2/4/2020
DeMarini,PZP-21,Prism (-10) Black,1200,3/4/2022
DeMarini,PZP-21,Prism (-10),1200,7/20/2021
DeMarini,PZP-21,CSTM Prism (-10) Custom,1200,7/20/2021
DeMarini,PZP-23,Prism (-10),1200,11/25/2022
DeMarini,PZP-23,CSTM Prism (10) Custom,1200,11/25/2022
DeMarini,PZP-25,Prism (-10),1200,2/9/2024
DeMarini,PZP-25,CSTM Prism (-10) Custom,1200,2/2/2024
DeMarini,PZS-FE,CF FE (-11),1000,11/8/2024
DeMarini,PZS-FE,Custom CF FE (-11) Custom,1000,11/8/2024
DeMarini,PZPS-19,Prism (-10),1000,6/29/2018
DeMarini,PZPS-20,Prism (-10),1000,3/18/2019
DeMarini,PZPS-20,CSTM Prism (-10) Custom,1000,2/4/2020
DeMarini,PZPS-21,Prism (-10),1000,7/20/2021
DeMarini,PZPS-21,CSTM Prism (-10) Custom,1000,7/20/2021
DeMarini,PZPS-23,Prism (-10),1000,8/17/2022
DeMarini,PZPS-23,CSTM Prism (-10) Custom,1000,8/17/2022
DeMarini,PZPS-25,Prism+ (-10),1000,2/2/2024
DeMarini,PZPS-25,CSTM Prism+ (-10) Custom,1000,2/2/2024
DeMarini,PZS-20,Prism (-11),1000,3/18/2019
DeMarini,PZS-21,Prism (-11),1000,7/20/2021
DeMarini,PZS-21,CSTM Prism (-11) Custom,1000,7/20/2021
DeMarini,PZS-23,Prism (-11),1000,8/17/2022
DeMarini,PZS-23,CSTM Prism (-11) Custom,1000,8/17/2022
DeMarini,PZS-23,CSTM Prism (-11) Custom,1000,2/4/2020
DeMarini,PZS-25,Prism + (-11),1000,2/2/2024
DeMarini,PZS-25,CSTM Prism + (-11) Custom,1000,2/2/2024
DeMarini,R28-17,RD28,1050,12/13/2017
DeMarini,VB8-27,Vizion (-8),1100,11/11/2025
DeMarini,VB8-27,CSTM Vizion (-8) Custom,1100,11/11/2025
DeMarini,VBF-27,Vizion (-9),900,11/11/2025
DeMarini,VBF-27,CSTM Vizion (-9) Custom,900,11/11/2025
DeMarini,VBP-27,Vizion (-10),900,11/11/2025
DeMarini,VBP-27,CSTM Vizion (-10) Custom,900,11/11/2025
DeMarini,VBPS-27,Vizion (-10),900,11/11/2025
DeMarini,VBPS-27,CSTM Vizion (-10) Custom,900,11/11/2025
DeMarini,WS8-23,Whisper (-8),1100,7/21/2022
DeMarini,WS8-23,CSTM Whisper (-8) Custom,1100,2/20/2023
